,dataset_id,dataset_name
2070,726df212-bed0-491b-932b-190260c02e61,COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2071,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2072,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2073,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2074,a05266c2-3af3-4d95-9295-ea7c25a2d218,Single-cell multi-omics analysis of the immune response in COVID-19
2075,1c190d8b-7dc9-42f0-803c-8949b539278c,Platelet sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2076,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2077,d2a06160-4186-4f7d-94ea-87450b0a90d7,Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2078,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2079,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2080,53af2f77-00bf-4079-95d8-eef990caeff2,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells
2081,d2a06160-4186-4f7d-94ea-87450b0a90d7,Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2082,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2083,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2084,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2085,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2086,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2087,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2088,ecfa4a1d-560f-4d7a-8e39-b232c13c543e,Global
2089,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2090,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2091,0f6d4993-c092-43c3-81c4-90d85a05ec11,T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2092,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2093,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2094,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2095,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2096,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2097,8cb0106b-b34d-4daa-8997-93b011cd48f2,Individual Single-Cell RNA-seq PBMC Data from Lee et al.
2098,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2099,ceb423a7-5b3b-49e6-9205-eafbb0b0ca3c,nygc multimodal pbmc
2100,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2101,1c190d8b-7dc9-42f0-803c-8949b539278c,Platelet sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2102,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2103,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2104,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2105,b976e4cb-968a-4ee2-b11d-b3aa21d68d11,multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples
2106,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2107,b976e4cb-968a-4ee2-b11d-b3aa21d68d11,multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples
2108,726df212-bed0-491b-932b-190260c02e61,COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2109,d2a06160-4186-4f7d-94ea-87450b0a90d7,Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2110,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2111,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2112,d2a06160-4186-4f7d-94ea-87450b0a90d7,Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2113,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2114,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2115,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2116,ceb423a7-5b3b-49e6-9205-eafbb0b0ca3c,nygc multimodal pbmc
2117,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2118,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2119,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2120,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2121,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2122,8cb0106b-b34d-4daa-8997-93b011cd48f2,Individual Single-Cell RNA-seq PBMC Data from Lee et al.
2123,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2124,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2125,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2126,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2127,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2128,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2129,0f6d4993-c092-43c3-81c4-90d85a05ec11,T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2130,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2131,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2132,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2133,b976e4cb-968a-4ee2-b11d-b3aa21d68d11,multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples
2134,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2135,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2136,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2137,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2138,53af2f77-00bf-4079-95d8-eef990caeff2,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells
2139,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2140,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2141,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2142,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2143,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2144,1c190d8b-7dc9-42f0-803c-8949b539278c,Platelet sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2145,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2146,a05266c2-3af3-4d95-9295-ea7c25a2d218,Single-cell multi-omics analysis of the immune response in COVID-19
2147,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2148,0f6d4993-c092-43c3-81c4-90d85a05ec11,T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2149,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2150,726df212-bed0-491b-932b-190260c02e61,COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2151,b976e4cb-968a-4ee2-b11d-b3aa21d68d11,multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples
2152,b976e4cb-968a-4ee2-b11d-b3aa21d68d11,multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples
2153,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2154,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2155,b976e4cb-968a-4ee2-b11d-b3aa21d68d11,multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples
2156,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2157,53af2f77-00bf-4079-95d8-eef990caeff2,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells
2158,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2159,88c5f45a-053a-47bf-ae6b-bda94ddbf123,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Adaptive Cells
2160,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2161,605b0fa6-e441-4798-b6ef-8320836690f8,Pregnant Uterus (All)
2162,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2163,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2164,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2165,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2166,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2167,d2a06160-4186-4f7d-94ea-87450b0a90d7,Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2168,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2169,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2170,d2a06160-4186-4f7d-94ea-87450b0a90d7,Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2171,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2172,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2173,c5a3bdec-60f9-4957-8a6c-d48b9164bf6b,B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2174,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2175,7fd5fde0-93c4-40bb-ad87-2e5bb1c7895d,Individual Single-Cell RNA-seq PBMC Data from Wilk et al.
2176,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2177,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2178,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2179,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2180,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2181,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2182,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2183,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2184,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2185,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2186,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2187,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2188,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2189,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2190,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2191,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2192,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2193,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2194,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2195,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2196,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2197,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2198,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2199,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2200,c5a3bdec-60f9-4957-8a6c-d48b9164bf6b,B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2201,726df212-bed0-491b-932b-190260c02e61,COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2202,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2203,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2204,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2205,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2206,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2207,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2208,d2a06160-4186-4f7d-94ea-87450b0a90d7,Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2209,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2210,726df212-bed0-491b-932b-190260c02e61,COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2211,b976e4cb-968a-4ee2-b11d-b3aa21d68d11,multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples
2212,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2213,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2214,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2215,726df212-bed0-491b-932b-190260c02e61,COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2216,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2217,ceb423a7-5b3b-49e6-9205-eafbb0b0ca3c,nygc multimodal pbmc
2218,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2219,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2220,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2221,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2222,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2223,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2224,a05266c2-3af3-4d95-9295-ea7c25a2d218,Single-cell multi-omics analysis of the immune response in COVID-19
2225,0f6d4993-c092-43c3-81c4-90d85a05ec11,T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2226,726df212-bed0-491b-932b-190260c02e61,COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2227,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2228,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2229,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2230,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2231,53af2f77-00bf-4079-95d8-eef990caeff2,Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19: Innate Cells
2232,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2233,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2234,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2235,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2236,1c190d8b-7dc9-42f0-803c-8949b539278c,Platelet sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2237,d2a06160-4186-4f7d-94ea-87450b0a90d7,Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2238,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2239,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2240,7fd5fde0-93c4-40bb-ad87-2e5bb1c7895d,Individual Single-Cell RNA-seq PBMC Data from Wilk et al.
2241,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2242,b976e4cb-968a-4ee2-b11d-b3aa21d68d11,multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples
2243,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2244,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2245,b976e4cb-968a-4ee2-b11d-b3aa21d68d11,multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples
2246,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2247,0f6d4993-c092-43c3-81c4-90d85a05ec11,T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2248,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2249,c5a3bdec-60f9-4957-8a6c-d48b9164bf6b,B Cell/Plasmablast Sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2250,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2251,d2a06160-4186-4f7d-94ea-87450b0a90d7,Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2252,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2253,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2254,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2255,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2256,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2257,d2a06160-4186-4f7d-94ea-87450b0a90d7,Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2258,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2259,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2260,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2261,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2262,0f6d4993-c092-43c3-81c4-90d85a05ec11,T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2263,726df212-bed0-491b-932b-190260c02e61,COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2264,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2265,b976e4cb-968a-4ee2-b11d-b3aa21d68d11,multiplexed scRNA-seq of 1.2 million PBMCs from adult lupus samples
2266,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2267,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2268,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2269,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2270,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2271,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2272,d2a06160-4186-4f7d-94ea-87450b0a90d7,Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets
2273,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
2274,4d91fb06-13b4-40d3-91e2-18d2eb7e6eaf,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease
